person_id,gender,age,race,hispanic?,high_school_grad?,ged_received?,first_gen_college?,past_college_enrollment,zipcode,city,state,veteran_status,lead_created_date,hear_about_campus,utm_marketing_channel,application_start_date,first_meaningful_conversation_date,application_submit_date,interview_date,async_interview_date_c,assessment_decision,assessment_attempts,admit_date,admit_status,enroll_date,c,num_phone_calls,offer_letter_status,offer_letter_status_date,fafsa_status,enrollment_identity_verification_status,highschool_grad_verification_status,Registration Status end of first term,Credits Completed end of first term,Credits attempted in students first term,GPA end of First Term,last_date_attendance,quarter_start_date,quarter_end_date
11110,male,28,black,no,yes,no,graduated,yes,34984,Port St Lucie,FL,notApplicable,2024-09-12,employer,employer,2024-09-12,,2024-09-12,,,not taken,0,,,,FALSE,12,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11111,female,39,mixed,no,yes,no,neither,no,75410,Alba,TX,notApplicable,2023-08-26,facebook,google,2024-08-23,,2024-08-23,,,not taken,0,,,,FALSE,5,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11112,male,25,mixed,yes,yes,no,attended,yes,89131,Las Vegas,NV,notApplicable,2024-08-06,facebook,facebook,2024-08-06,,2024-08-06,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11113,male,27,white,yes,no,yes,neither,no,33351,Lauderhill,FL,notApplicable,2024-08-29,natural search,unknown,2024-08-29,,2024-08-29,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11114,male,33,mixed,yes,yes,no,graduated,no,17022,Elizabethtown,PA,notApplicable,2024-07-20,snapchat,snapchat,2024-07-20,,2024-07-20,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11115,female,31,black,yes,yes,no,unknown,yes,10031,New York,NY,notApplicable,2024-08-30,facebook,facebook,2024-08-30,,2024-08-30,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11116,female,18,black,no,no,yes,graduated,no,12051,Coxsackie,NY,notApplicable,2024-08-10,snapchat,snapchat,2024-08-10,,2024-08-10,,,not taken,0,,,,FALSE,12,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11117,female,41,black,no,no,yes,unknown,no,60188,Carol Stream,IL,notApplicable,2024-08-05,facebook,facebook,2024-08-05,,2024-08-05,,,not taken,0,,,,FALSE,7,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11118,male,26,black,no,yes,no,neither,yes,22503,Lancaster,VA,notApplicable,2024-08-20,facebook,facebook,2024-08-20,,2024-08-20,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11119,male,25,black,no,yes,no,attended,no,56007,Albert Lea,MN,notApplicable,2023-12-07,facebook,google,2024-07-30,,2024-07-30,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11120,female,49,black,no,yes,no,graduated,yes,66109,Kansas City,KS,notApplicable,2024-07-17,facebook,unknown,2024-07-17,,2024-07-17,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11121,male,19,black,yes,yes,no,neither,no,95660,Sacramento,CA,notApplicable,2024-07-28,facebook,facebook,2024-07-28,,2024-07-28,,,not taken,0,,,,FALSE,9,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11122,female,39,americanIndian,no,yes,no,neither,yes,89509,Reno,NV,notApplicable,2024-08-20,natural search,facebook,2024-08-20,2024-08-20,2024-08-20,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11123,male,19,mixed,yes,yes,no,neither,no,93033,Oxnard,CA,notApplicable,2024-08-15,facebook,facebook,2024-08-15,,2024-08-15,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11124,male,31,white,no,yes,no,neither,no,06385,Waterford,CT,notApplicable,2024-07-30,email,facebook,2024-07-30,,2024-07-30,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11125,female,45,white,no,no,yes,neither,no,46979,Russiaville,IN,notApplicable,2024-09-09,facebook,facebook,2024-09-09,,2024-09-09,,,failed,1,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11126,male,31,black,yes,yes,no,neither,yes,32805,Orlando,FL,notApplicable,2024-08-19,wordOfMouth,unknown,2024-08-19,,2024-08-19,,,not taken,0,,,,FALSE,16,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11127,female,48,black,no,yes,no,graduated,no,30331,Atlanta,GA,notApplicable,2024-08-14,facebook,facebook,2024-08-15,,2024-08-15,,,not taken,0,,,,FALSE,16,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11128,male,55,black,no,yes,no,graduated,yes,30680,Winder,GA,notApplicable,2024-08-23,facebook,facebook,2024-08-24,2024-09-19,2024-08-24,,,not taken,0,,,,FALSE,23,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11129,male,27,black,no,yes,no,unknown,no,80010,Aurora,CO,notApplicable,2024-07-23,natural search,unknown,2024-07-23,,2024-07-23,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11130,female,44,white,no,yes,no,unknown,yes,79602,Abilene,TX,notApplicable,2024-09-09,facebook,facebook,2024-09-09,,2024-09-09,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11131,female,28,white,yes,yes,no,graduated,no,77422,Brazoria,TX,notApplicable,2024-07-23,facebook,facebook,2024-07-23,2024-07-23,2024-07-23,,,not taken,0,,,,FALSE,3,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11132,female,28,white,no,no,yes,attended,no,66502,Manhattan,KS,notApplicable,2024-08-12,snapchat,snapchat,2024-08-12,,2024-08-12,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11133,male,50,black,no,yes,no,neither,no,31313,Hinesville,GA,notApplicable,2024-08-19,facebook,facebook,2024-08-19,,2024-08-19,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11134,male,26,americanIndian,no,yes,no,neither,no,63021,Ballwin,MO,notApplicable,2024-07-09,tiktok,tiktok,2024-07-09,,2024-07-09,,,not taken,0,,,,FALSE,7,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11135,female,21,mixed,yes,yes,no,graduated,no,91767,Pomona,CA,notApplicable,2024-08-12,employer,employer,2024-08-12,2024-08-29,2024-08-12,2024-08-29,,not taken,0,,,,FALSE,10,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11136,female,21,white,no,no,yes,neither,no,32024,Lake City,FL,notApplicable,2024-08-30,facebook,facebook,2024-08-30,,2024-08-30,,,not taken,0,,,,FALSE,4,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11137,female,47,black,no,yes,no,graduated,yes,75201,Dallas,TX,notApplicable,2024-08-08,facebook,facebook,2024-08-08,,2024-08-08,,,not taken,0,,,,FALSE,1,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11138,female,47,black,no,no,yes,attended,yes,53212,Milwaukee,WI,notApplicable,2024-09-01,facebook,facebook,2024-09-01,,2024-09-01,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11139,male,34,black,no,no,yes,neither,no,32908,Palm Bay,FL,notApplicable,2024-08-17,natural search,facebook,2024-08-18,,2024-08-18,,,failed,1,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11140,female,40,black,no,yes,no,attended,yes,44306,Akron,OH,notApplicable,2024-08-15,facebook,unknown,2024-08-16,,2024-08-16,,,not taken,0,,,,FALSE,2,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11141,female,24,white,no,no,yes,neither,no,43125,Groveport,OH,notApplicable,2024-07-11,facebook,facebook,2024-07-11,,2024-07-11,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11142,male,27,black,no,no,yes,unknown,no,31602,Valdosta,GA,notApplicable,2024-07-21,facebook,facebook,2024-07-21,,2024-07-21,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11143,female,29,black,no,yes,no,neither,yes,70122,New Orleans,LA,notApplicable,2024-08-12,employer,employer,2024-08-12,2024-08-16,2024-08-12,2024-08-16,,not taken,0,,,,FALSE,21,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11144,male,40,asian,no,yes,no,unknown,no,95391,Mountain House,CA,notApplicable,2024-08-20,facebook,natural search,2024-08-20,,2024-08-20,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11145,female,20,black,no,yes,no,graduated,no,36301,Dothan,AL,notApplicable,2024-09-08,facebook,facebook,2024-09-08,,2024-09-08,,,not taken,0,,,,FALSE,10,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11146,male,47,black,no,yes,no,neither,yes,44118,Cleveland Heights,OH,notApplicable,2024-08-15,facebook,facebook,2024-08-15,,2024-08-15,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11147,female,31,black,no,yes,no,graduated,no,19344,Honey Brook,PA,notApplicable,2024-07-30,facebook,facebook,2024-07-30,,2024-07-30,,,not taken,0,,,,FALSE,11,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11148,male,23,black,no,no,yes,neither,no,36330,Enterprise,AL,notApplicable,2024-06-24,facebook,facebook,2024-06-24,,2024-06-24,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11149,female,59,black,no,yes,no,neither,yes,48532,Flint,MI,notApplicable,2024-06-22,facebook,facebook,2024-06-22,2024-06-24,2024-06-22,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11150,female,32,black,no,no,yes,graduated,no,36703,Selma,AL,notApplicable,2024-08-01,facebook,facebook,2024-08-01,,2024-08-01,,,not taken,0,,,,FALSE,19,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11151,male,21,white,yes,yes,no,neither,no,78229,San Antonio,TX,notApplicable,2024-03-21,unknown,snapchat,2024-08-01,,2024-08-01,,2024-08-01,not taken,0,,,,FALSE,2,not sent,,completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11152,female,28,white,yes,no,yes,neither,no,76010,Arlington,TX,notApplicable,2024-06-25,facebook,facebook,2024-06-25,,2024-06-25,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11153,female,43,americanIndian,no,yes,no,neither,yes,19342,Glenn Mills,PA,notApplicable,2024-06-30,other,unknown,2024-06-30,2024-07-01,2024-06-30,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11154,female,26,mixed,yes,yes,no,neither,yes,92567,Nuevo,CA,notApplicable,2024-08-11,other,unknown,2024-08-11,,2024-08-11,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11155,female,22,mixed,yes,no,yes,neither,no,85204,Mesa,AZ,notApplicable,2024-07-09,tiktok,tiktok,2024-07-09,,2024-07-09,,,not taken,0,,,,FALSE,12,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11156,male,37,white,no,yes,no,neither,yes,24011,Roanoke,VA,notApplicable,2024-07-26,unknown,facebook,2024-07-26,,2024-07-26,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11157,male,24,white,no,no,yes,unknown,no,61944,Paris,IL,notApplicable,2024-08-12,tiktok,unknown,2024-08-12,,2024-08-12,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11158,male,26,black,no,yes,no,neither,yes,35215,Birmingham,AL,notApplicable,2024-08-01,facebook,facebook,2024-08-01,,2024-08-01,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11159,female,47,black,no,yes,no,attended,yes,32504,Pensacola,FL,notApplicable,2024-08-05,facebook,facebook,2024-08-05,,2024-08-05,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11160,male,54,black,no,no,yes,neither,no,30039,Snellville,GA,notApplicable,2024-08-16,facebook,facebook,2024-08-16,,2024-08-16,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11161,female,18,black,no,no,yes,graduated,no,23434,Suffolk,VA,notApplicable,2023-08-05,facebook,facebook,2024-07-19,,2024-07-19,,,failed,1,,,,FALSE,5,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11162,female,23,white,no,yes,no,neither,no,32216,Jacksonville,FL,notApplicable,2024-08-27,tiktok,unknown,2024-08-27,,2024-08-27,,,not taken,0,,,,FALSE,6,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11163,female,55,mixed,yes,yes,no,graduated,yes,34953,Port Saint Lucie,FL,notApplicable,2024-08-28,facebook,facebook,2024-08-28,,2024-08-28,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11164,male,58,black,no,yes,no,graduated,yes,98122,Seattle,WA,notApplicable,2024-08-22,natural search,facebook,2024-08-22,,2024-08-22,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11165,male,22,black,no,no,yes,neither,no,29189,Columbia,SC,notApplicable,2024-08-27,employer,google,2024-08-27,,2024-08-27,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11166,male,48,white,no,yes,no,graduated,yes,43952,Steubenville,OH,notApplicable,2024-08-14,facebook,facebook,2024-08-14,,2024-08-14,,,failed,1,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11167,male,36,white,no,yes,no,neither,no,76112,Fort Worth,TX,notApplicable,2024-09-10,facebook,unknown,2024-09-10,,2024-09-10,,,not taken,0,,,,FALSE,10,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11168,female,56,americanIndian,no,yes,no,graduated,no,73669,Thomas,OK,notApplicable,2024-08-20,facebook,facebook,2024-08-21,,2024-08-21,,,not taken,0,,,,FALSE,2,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11169,male,30,mixed,no,yes,no,neither,yes,64119,Kansas City,MO,activeDuty,2024-07-22,facebook,facebook,2024-07-22,,2024-07-22,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11170,male,20,mixed,yes,yes,no,graduated,yes,49103,Berrien Springs,MI,notApplicable,2024-08-20,google,natural search,2024-08-20,,2024-08-20,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11171,male,24,mixed,no,no,yes,neither,no,73044,Guthrie,OK,notApplicable,2024-09-08,facebook,facebook,2024-09-08,,2024-09-08,,,not taken,0,,,,FALSE,6,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11172,female,21,black,no,yes,no,neither,yes,11236,Brooklyn,NY,notApplicable,2024-09-05,wordOfMouth,facebook,2024-09-05,2024-09-11,2024-09-05,2024-09-11,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11173,male,21,black,no,yes,no,unknown,no,46320,Hammond,TN,notApplicable,2024-07-27,facebook,facebook,2024-07-27,,2024-07-27,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11174,male,48,americanIndian,no,no,yes,neither,no,48473,Swartz Creek,MI,notApplicable,2024-09-07,email,snapchat,2024-09-07,,2024-09-07,,2024-09-07,not taken,0,,,,FALSE,10,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11175,female,58,black,no,yes,no,attended,no,45211,Cincinnati,OH,notApplicable,2024-08-11,facebook,facebook,2024-08-11,,2024-08-11,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11176,female,18,americanIndian,no,yes,no,neither,no,87402,3812 English Rd Apt I,NM,notApplicable,2024-08-13,tiktok,unknown,2024-08-13,,2024-08-13,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11177,male,23,white,no,yes,no,graduated,no,49548,Grand Rapids,MI,notApplicable,2024-07-30,facebook,facebook,2024-07-30,,2024-07-30,,,not taken,0,,,,FALSE,6,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11178,male,31,white,no,yes,no,neither,no,89434,Sparks,NV,notApplicable,2024-09-02,natural search,facebook,2024-09-02,,2024-09-02,,,failed,1,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11179,female,48,nativeHawaiian,no,yes,no,neither,yes,96819,Honolulu,HI,notApplicable,2024-08-30,natural search,unknown,2024-08-30,,2024-08-30,,,not taken,0,,,,FALSE,11,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11180,female,21,white,yes,yes,no,neither,no,80219,Denver,CO,notApplicable,2024-08-13,employer,employer,2024-08-13,,2024-08-13,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11181,male,50,black,yes,yes,no,neither,yes,78213,San Antonio,TX,notApplicable,2024-07-16,facebook,facebook,2024-07-16,,2024-07-16,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11182,female,29,black,no,no,yes,neither,no,77060,Houston,TX,notApplicable,2024-09-04,facebook,facebook,2024-09-04,,2024-09-04,,,not taken,0,,,,FALSE,7,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11183,female,32,mixed,no,yes,no,attended,yes,45804,Lima,OH,notApplicable,2024-08-07,tiktok,tiktok,2024-08-07,,2024-08-07,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11184,male,18,white,no,yes,no,unknown,no,34224,Englewood,FL,notApplicable,2024-07-24,facebook,unknown,2024-07-25,,2024-07-25,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11185,female,32,white,yes,yes,no,neither,no,92102,San Diego,CA,notApplicable,2024-08-11,facebook,facebook,2024-08-11,2024-08-13,2024-08-11,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11186,male,37,white,yes,yes,no,neither,no,19122,Philadelphia,PA,notApplicable,2024-08-17,facebook,facebook,2024-08-17,,2024-08-17,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11187,male,18,white,no,no,yes,graduated,no,65740,Merriam Woods,MO,notApplicable,2024-08-21,facebook,facebook,2024-09-07,,2024-09-07,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11188,male,27,white,no,yes,no,neither,no,79227,Crowell,TX,notApplicable,2024-07-22,tiktok,unknown,2024-07-22,,2024-07-22,,,failed,1,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11189,male,32,black,no,yes,no,neither,no,11003,Elmont,NY,notApplicable,2024-08-30,facebook,facebook,2024-08-30,,2024-08-30,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11190,female,26,asian,no,yes,no,graduated,yes,22601,Winchester,VA,notApplicable,2024-08-11,wordOfMouth,unknown,2024-08-11,,2024-08-11,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11191,female,23,mixed,yes,yes,no,neither,no,78155,Seguin,TX,notApplicable,2024-08-30,tiktok,tiktok,2024-08-30,,2024-08-30,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11192,female,23,white,no,yes,no,graduated,no,36442,Florala,AL,notApplicable,2024-07-12,facebook,facebook,2024-07-12,,2024-07-12,,,failed,1,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11193,male,40,black,no,yes,no,graduated,yes,23223,Richmond,VA,notApplicable,2024-08-07,facebook,facebook,2024-08-07,,2024-08-07,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11194,female,44,black,no,yes,no,graduated,yes,60559,Westmont,IL,notApplicable,2024-07-16,facebook,facebook,2024-07-16,,2024-07-16,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11195,male,42,black,no,yes,no,graduated,yes,49022,Benton Harbor,MI,notApplicable,2024-07-21,google,google,2024-07-27,,2024-07-27,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11196,male,23,white,no,yes,no,neither,yes,27597,Zebulon,NC,notApplicable,2024-07-17,tiktok,tiktok,2024-07-17,,2024-07-17,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11197,male,24,white,yes,yes,no,neither,yes,78132,New Braunfels,TX,notApplicable,2024-09-06,facebook,facebook,2024-09-06,,2024-09-06,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11198,male,20,white,no,yes,no,neither,no,45638,Ironton,OH,notApplicable,2024-08-03,facebook,facebook,2024-08-03,,2024-08-03,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11199,male,55,black,no,yes,no,graduated,yes,30294,Ellenwood,GA,notApplicable,2024-08-09,facebook,facebook,2024-08-10,,2024-08-10,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11200,male,26,white,no,yes,no,attended,yes,89052,Henderson,NV,notApplicable,2024-07-31,facebook,facebook,2024-07-31,2024-07-31,2024-07-31,2024-07-31,,not taken,0,,,,FALSE,6,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11201,male,44,black,no,yes,no,attended,yes,37914,Knoxville,TN,notApplicable,2024-08-07,facebook,facebook,2024-08-08,,2024-08-08,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11202,female,19,white,no,yes,no,graduated,no,48183,Trenton,MI,notApplicable,2024-08-28,natural search,google,2024-08-28,,2024-08-28,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11203,male,24,white,no,yes,no,neither,no,45238,Cincinnati,OH,notApplicable,2024-07-20,google,facebook,2024-07-21,,2024-07-21,,,failed,1,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11204,male,56,white,no,yes,no,neither,no,79118,Amarillo,TX,notApplicable,2024-06-24,google,google,2024-07-20,,2024-07-20,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11205,female,61,black,no,yes,no,neither,yes,72404,Jonesboro,AR,notApplicable,2024-08-29,facebook,facebook,2024-08-29,,2024-08-29,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11206,female,65,white,yes,yes,no,graduated,yes,79925,El Paso,TX,notApplicable,2024-08-30,facebook,facebook,2024-08-30,,2024-08-30,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11207,female,34,white,no,yes,no,neither,no,76446,Dublin,TX,notApplicable,2024-07-17,facebook,facebook,2024-07-17,,2024-07-17,,,not taken,0,,,,FALSE,10,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11208,female,21,white,no,yes,no,unknown,no,12123,Nassau,NY,notApplicable,2024-09-04,tiktok,facebook,2024-09-04,,2024-09-04,,,failed,1,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11209,female,60,black,no,yes,no,unknown,yes,37042,Clarksville,TN,notApplicable,2024-08-29,facebook,facebook,2024-08-30,,2024-08-30,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11210,male,46,black,no,yes,no,attended,yes,90044,Los Angeles,CA,notApplicable,2024-07-16,google,facebook,2024-07-16,,2024-07-16,,,not taken,0,,,,FALSE,10,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11211,female,43,white,no,no,yes,attended,no,33064,Pompano Beach,FL,notApplicable,2024-09-06,facebook,facebook,2024-09-06,,2024-09-06,,,not taken,0,,,,FALSE,12,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11212,female,24,mixed,yes,yes,no,neither,yes,29621,Anderson,SC,notApplicable,2024-09-09,tiktok,tiktok,2024-09-09,,2024-09-09,,,not taken,0,,,,FALSE,9,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11213,male,28,black,no,yes,no,neither,no,60644,Chicago,IL,notApplicable,2024-08-11,wordOfMouth,facebook,2024-08-11,,2024-08-11,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11214,male,44,black,no,yes,no,neither,no,75232,Dallas,TX,notApplicable,2024-07-09,google,google,2024-07-09,,2024-07-09,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11215,female,24,mixed,yes,yes,no,neither,yes,11226,Brooklyn,NY,notApplicable,2024-09-01,facebook,facebook,2024-09-01,,2024-09-01,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
